Nom,Nom url,Developpeur,Categorie(s),Nombre installations,Date de mise a jour,Taille,Version Actuelle,Version Android,Note,Date,Heure
Tennis Clash: Multiplayer Game,tfgco.games.sports.free.tennis.clash,Wildlife Studios,Sports,50000000,2022-04-01 00:00:00.000000,188 Mo,3.14.0,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:21.323739
Mini Basketball,miniclip.minibasketball,Miniclip.com,Sports,1000000,2022-03-29 00:00:00.000000,235 Mo,1.1.2,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:21.436367
Mini Football - Mobile Soccer,miniclip.minifootball,Miniclip.com,Sports,10000000,2022-03-21 00:00:00.000000,146 Mo,1.7.6,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:21.656616
Score! Hero 2022,firsttouchgames.hero2,First Touch Games Ltd.,Sports,10000000,2022-03-29 00:00:00.000000,206 Mo,2.21,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:21.773789
Rocket League Sideswipe,Psyonix.RL2D,Psyonix Studios,Sports,10000000,2022-03-30 00:00:00.000000,908 Mo,1.0,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:22.006412
Head Ball 2 - Online Soccer,masomo.headball2,Masomo Gaming,Sports,100000000,2022-03-30 00:00:00.000000,144 Mo,1.280,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:22.119301
Soccer Runner,YsoCorp.Soccerrunner,Yso Corp,Sports,500000,2022-04-11 00:00:00.000000,65 Mo,0.2.3,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:22.232001
Dream League Soccer 2022,firsttouchgames.dls7,First Touch Games Ltd.,Sports,100000000,2022-04-04 00:00:00.000000,507 Mo,9.12,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:22.456715
Sniper Champions: 3D shooting,gameloft.anmp.sniper.champions,Gameloft SE,Sports,1000000,2022-04-06 00:00:00.000000,194 Mo,1.2.8,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:22.838665
The Real Juggle - Pro Freestyle Soccer,SPSoftwareProductions.TheRealJuggle,Lion Studios,Sports,10000000,2020-12-30 00:00:00.000000,69 Mo,1.3.13,5.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.028365
Score! Match - PvP Soccer,firsttouchgames.smp,First Touch Games Ltd.,Sports,50000000,2021-09-27 00:00:00.000000,92 Mo,2.21,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.141829
Pooking - Billiards City,billiards.city.pool.nation.club,MOUNTAIN GAME,Sports,100000000,2022-03-23 00:00:00.000000,50 Mo,3.0.26,4.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.256574
MAD FUT 22 Draft & Pack Opener,madfut.madfut22,Madfut,Sports,1000000,2022-03-11 00:00:00.000000,91 Mo,1.1.11,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.368907
Basketball Stars: Multiplayer,miniclip.basketballstars,Miniclip.com,Sports,50000000,2022-03-31 00:00:00.000000,70 Mo,1.37.3,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.482611
Top Eleven Be a Soccer Manager,nordeus.topeleven.android,Nordeus,Sports,100000000,2022-04-07 00:00:00.000000,152 Mo,22.12.1,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.711384
Gun Idle,flexi.shoot,Green Panda Games,Sports,10000000,2022-04-04 00:00:00.000000,53 Mo,1.17,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:23.933045
Grand Mountain Adventure,toppluva.grandmountain,Toppluva AB,Sports,5000000,2022-03-17 00:00:00.000000,73 Mo,1.200,6.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.056682
Smoq Games 22 Pack Opener,smoqgames.packopen22,Smoq games,Sports,1000000,2022-03-21 00:00:00.000000,93 Mo,5.70,4.2,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.169566
Mobile Football,gamegou.perfectkick2,Gamegou Limited,Sports,10000000,2022-02-28 00:00:00.000000,129 Mo,2.0.17,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.397471
Ping Pong Fury,co.yakuto.PingPongKing,Yakuto,Sports,5000000,2022-03-28 00:00:00.000000,180 Mo,1.33.0.3555,8.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.510129
Parkour Race - FreeRun Game,parkourrace.game,Madbox,Sports,50000000,2021-10-22 00:00:00.000000,83 Mo,1.9.6,6.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.623694
Clash Royale,supercell.clashroyale,Supercell,Strategy,100000000,2022-03-30 00:00:00.000000,144 Mo,3.2803.4,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.738017
World Soccer League,touchtao.soccerkinggoogle,mobirix,Sports,100000000,2022-03-14 00:00:00.000000,37 Mo,1.9.9.8,4.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:24.958136
Shooting Ball,billiards.shooting.ball.pool,7788`s,Sports,50000000,2022-04-02 00:00:00.000000,48 Mo,1.0.92,4.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.091895
Clash of Clans,supercell.clashofclans,Supercell,Strategy,500000000,2022-03-15 00:00:00.000000,198 Mo,14.426.4,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.313583
Top Mech,c4.oversea.and.finalwar,Duga Game,Strategy,100000,2022-04-01 00:00:00.000000,136 Mo,1.1.101,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.439524
Soccer Royale: Mini Soccer,generagames.soccer.royale.football.pvp.online,Viva Games Studios,Strategy,5000000,2022-03-11 00:00:00.000000,173 Mo,1.9.9,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.552387
Island War,addictive.empire.clash.conquest,Fastone Games HK,Strategy,5000000,2022-04-11 00:00:00.000000,143 Mo,3.4.0,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.665217
Rush Royale: Tower Defense TD,my.defense,My.com B.V.,Strategy,10000000,2022-03-25 00:00:00.000000,91 Mo,12.0.33975,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.778984
Fire and Glory: Blood War,fireandglory.wonderwar,KOOFEI,Strategy,500000,2022-04-04 00:00:00.000000,312 Mo,1.0.053,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:25.892034
The Ants: Underground Kingdom,star.union.planetant,StarUnion,Strategy,10000000,2022-04-11 00:00:00.000000,103 Mo,1.20.0,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.117700
State.io - Conquer the World,state.fight,CASUAL AZUR GAMES,Strategy,10000000,2022-04-01 00:00:00.000000,82 Mo,0.8.0.2,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.239688
The Grand Mafia,yottagames.gameofmafia,YOTTA GAMES,Strategy,10000000,2022-04-06 00:00:00.000000,137 Mo,1.0.675,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.464381
Lords Mobile: Tower Defense,igg.android.lordsmobile,IGG.COM,Strategy,100000000,2022-04-11 00:00:00.000000,63 Mo,2.80,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.689997
Mafia City,yottagames.mafiawar,YOTTA GAMES,Strategy,100000000,2022-04-11 00:00:00.000000,92 Mo,1.6.161,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.818597
Truck Simulator - Truck Games,gameswing.offroad.oiltankertransport.truckdriving.simulator.game,Games Wing,Strategy,10000000,2022-03-28 00:00:00.000000,58 Mo,6.1.6,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:26.931737
ExoMiner - Idle Miner Universe,eldring.exominer,ExoCorp,Strategy,1000000,2022-04-01 00:00:00.000000,75 Mo,1.2.3,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.046294
Kingdom Guard,tap4fun.odin.kingdomguard,tap4fun,Strategy,1000000,2022-04-03 00:00:00.000000,101 Mo,1.0.234,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.158190
US Police Dog Mall Crime Chase,gss.us.police.cop.dog.crime.chase.shoppingmall,The Game Storm Studios Inc.,Strategy,10000000,2022-04-08 00:00:00.000000,97 Mo,5.11,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.383317
Rise of Cultures: Kingdom game,innogames.riseofcultures,InnoGames GmbH,Strategy,1000000,2022-04-07 00:00:00.000000,367 Mo,1.31.2,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.522190
Police Cargo Transports Truck,police.transport.quad.bike.games,Lion Gamez Studio,Strategy,5000000,2022-04-08 00:00:00.000000,79 Mo,1.1.6,6.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.635253
Stick War: Legacy,maxgames.stickwarlegacy,Max Games Studios,Strategy,100000000,2022-04-11 00:00:00.000000,104 Mo,2022.1.12,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:27.747786
Evony: The King's Return,topgamesinc.evony,TG Inc.,Strategy,100000000,2022-04-03 00:00:00.000000,84 Mo,4.20.1,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.028877
Plants vs. Zombies,ea.game.pvzfree_row,ELECTRONIC ARTS,Strategy,100000000,2021-08-24 00:00:00.000000,95 Mo,2.9.10,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.165685
Religion Inc. God Simulator,gamefirst.free.strategy.god.simulator,GameFirst Mobile,Strategy,1000000,2022-04-01 00:00:00.000000,105 Mo,1.2.21,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.398992
MILLIONAIRE TRIVIA Game Quiz,submarineapps.mill,Quiz & Trivia Games by Submarine Apps,Trivia,50000000,2022-04-07 00:00:00.000000,33 Mo,1.5.9.7,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.512019
Brain Test: Tricky Puzzles,unicostudio.braintest,Unico Studio,Trivia,100000000,2022-03-28 00:00:00.000000,98 Mo,2.728.0,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.626476
Conflict of Nations: WW3 Game,doradogames.conflictnations.worldwar3,Dorado Games / DOG Productions Ltd,Strategy,1000000,2022-04-11 00:00:00.000000,45 Mo,0.135,6.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.772610
Tower Craft - Block Building,quantumgames.skyscraper,CASUAL AZUR GAMES,Strategy,10000000,2021-09-27 00:00:00.000000,55 Mo,1.9.7,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:28.908499
Brain Test 2: Tricky Stories,unicostudio.braintest2new,Unico Studio,Trivia,50000000,2022-03-03 00:00:00.000000,100 Mo,0.88.1,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.022284
QuizzLand. Quiz & Trivia game,xmonetize.quizzland,mnoGoApps | Quiz & Trivia Games,Trivia,50000000,2022-04-10 00:00:00.000000,72 Mo,2.3.441,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.135563
Supremacy 1914 - WW1 Strategy,bytro.supremacy1914,Bytro Labs,Strategy,5000000,2022-03-08 00:00:00.000000,40 Mo,0.134,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.271324
Brain Test 3: Tricky Quests,unicostudio.braintest3,Unico Studio,Trivia,5000000,2022-03-24 00:00:00.000000,100 Mo,1.50.0,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.383906
How Many - Trivia Game,com.apps.how.many,Apps Mobile Games,Trivia,1000000,2022-01-25 00:00:00.000000,114 Mo,1.02.15,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.525655
Bid Wars 2: Auction & Business,com.tapps.bidwars2,By Aliens,Strategy,10000000,2022-03-29 00:00:00.000000,158 Mo,1.53,8.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.665596
Flags of All Countries of the World: Guess-Quiz,asmolgam.flags,Andrey Solovyev,Trivia,5000000,2021-12-11 00:00:00.000000,14 Mo,3.2.0,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.779410
Guess the Celebrities,kingim.celebquiz,Kingim Studio LTD,Trivia,500000,2021-12-26 00:00:00.000000,25 Mo,2.4.1,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:29.923580
Geography Quiz,mtapps.quiz.flags_off_the_world_quiz,MTapps,Trivia,1000000,2022-03-17 00:00:00.000000,16 Mo,1.5.34,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.036415
Trivia Crack Adventure,etermax.trivialadder,etermax,Trivia,5000000,2022-04-07 00:00:00.000000,143 Mo,2.56.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.181185
Flying Car Robot Shooting Game,flying.car.robot.transformation.extreme.car.driving.games,Maritime Simulation Games,Strategy,10000000,2022-04-07 00:00:00.000000,80 Mo,4.1,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.293963
Guess Their Answer,qoni.guesstheiranswer,TapNation,Trivia,10000000,2022-03-28 00:00:00.000000,101 Mo,2.23,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.481170
Zoom Out 3D,BanditBears.ZoomOut3D,CrazyLabs LTD,Trivia,10000000,2022-04-01 00:00:00.000000,144 Mo,0.6.7.1,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.596883
"Type Sprint: Typing Games, Practice & Training.",fast.texting.practice.keybord.type.games,Masterskaya DK,Trivia,10000000,2021-08-26 00:00:00.000000,96 Mo,1.0.7,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.710159
Word Riddles - Offline Word Games Brain Test,riddles.guess.brain.test.tricky.puzzle.quiz.game.free,Magic Word Games,Trivia,10000000,2022-03-29 00:00:00.000000,60 Mo,4.0,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.853707
Jingle Quiz : Guess logo sound,elia.logosound,ELIA GAMES,Trivia,500000,2022-03-11 00:00:00.000000,86 Mo,1.22.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:30.966953
Logo Test: Devinez la Marque,oyeapps.logotestfrance,Kingim Studio LTD,Trivia,1000000,2021-10-13 00:00:00.000000,13 Mo,2.6.1,4.2,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.105191
QuizDuel! Quiz & Trivia Game,maginteractive.quizduel2,MAG Interactive,Trivia,5000000,2022-04-01 00:00:00.000000,147 Mo,1.19.4,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.218804
Who is? Brain Teaser & Riddles,unicostudio.whois,Unico Studio,Trivia,50000000,2022-03-02 00:00:00.000000,106 Mo,1.3.15,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.342028
Smart Brain: Mind-Blowing Game,mind.teaser.smartbrain,Unico Studio,Trivia,1000000,2022-04-04 00:00:00.000000,104 Mo,7.1.1,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.454805
General Knowledge Quiz,timleg.quiz,TIMLEG,Trivia,5000000,2022-03-02 00:00:00.000000,19 Mo,1.0.2.6.3,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.567597
Quiz - Offline Games,theangrykraken.trivial,The Angry Kraken,Trivia,10000000,2021-11-25 00:00:00.000000,41 Mo,3.4.0,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.802883
94 Degrees: fun trivia quiz,ninetyfour.degrees.app,Scimob,Trivia,10000000,2021-11-08 00:00:00.000000,36 Mo,3.2.9,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:31.928935
"LogoMania: Logo Game, Quiz",playmania.logomania,Playmania LTD,Trivia,1000000,2022-02-07 00:00:00.000000,17 Mo,1.3.2,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:32.043268
How Well Do You Know Me?,howwelldoyouknowme,DH3 Games,Trivia,5000000,2022-04-07 00:00:00.000000,14 Mo,13.1.0,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:32.171905
Briser des Mots : Jeu de Mots,fingerlab.words.block,FingerLab,Word,1000000,2022-04-01 00:00:00.000000,69 Mo,3.391,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:32.412530
Words of Wonders: Crossword,fugo.wow,Fugo Games,Word,100000000,2022-04-10 00:00:00.000000,169 Mo,3.6.0,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:32.637834
GeoGuessr,geoguessr.app,GeoGuessr,Trivia,1000000,2022-04-06 00:00:00.000000,21 Mo,1.13,8.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:32.978045
Word Search - Word Puzzle Game,playvalve.wsjourney,Playvalve,Word,10000000,2022-04-11 00:00:00.000000,37 Mo,1.5.4,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:33.429122
Garden of Words: Word game,iscoolentertainment.snc,IsCool Entertainment,Word,10000000,2022-03-30 00:00:00.000000,185 Mo,2.2.13,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:33.554413
Pro des Mots,wordgame.wordconnect.fr,ZenLife Games Ltd,Word,10000000,2022-03-24 00:00:00.000000,85 Mo,5.323.237,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:33.780047
CodyCross: Crossword Puzzles,fanatee.cody,"Fanatee, Inc.",Word,50000000,2022-04-10 00:00:00.000000,105 Mo,1.59.0,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:33.907631
Braindom: Brain Games Test,braindom,Matchingham Games,Word,10000000,2022-04-07 00:00:00.000000,156 Mo,1.7.1,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.022059
Wordscapes,peoplefun.wordcross,PeopleFun,Word,50000000,2022-03-30 00:00:00.000000,124 Mo,1.22.1,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.135135
Word Search - Word Puzzle Game,blackout.word,Blackout Lab,Word,10000000,2022-03-24 00:00:00.000000,40 Mo,1.63,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.357470
Magnetic Words - Connect Words,iscoolentertainment.magnetic.words,IsCool Entertainment,Word,100000,2022-02-01 00:00:00.000000,102 Mo,1.3.0,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.497529
Word Surf - Word Game,marulgames.wordsurf,Marul Games,Word,10000000,2022-04-09 00:00:00.000000,135 Mo,3.5.5,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.611921
Top 7 - family word game,elia.word7,ELIA GAMES,Word,1000000,2022-03-28 00:00:00.000000,81 Mo,1.16.0,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.727106
Trivia Crack,etermax.preguntados.lite,etermax,Trivia,100000000,2022-04-08 00:00:00.000000,130 Mo,3.158.2,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:34.841376
ToT or Trivia,YsoCorp.ThisOrThat,Yso Corp,Trivia,1000000,2022-04-05 00:00:00.000000,67 Mo,0.5.2,5.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.065744
4 Images 1 Mot,lotum.whatsinthefoto.fr,LOTUM GmbH,Word,10000000,2022-04-07 00:00:00.000000,88 Mo,61.13.0,5.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.189301
Wordmonger: Puzzles & Trivia,softtowelgames.wordmonger.android,Soft Towel Games,Word,5000000,2022-04-11 00:00:00.000000,99 Mo,2.6.0,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.302177
Calming Crosswords,softtowelgames.cwp.android,Soft Towel Games,Word,1000000,2022-03-02 00:00:00.000000,108 Mo,1.2.1,6.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.415553
Bouquet of Words: Word Game,iscoolentertainment.wl,IsCool Entertainment,Word,1000000,2022-03-30 00:00:00.000000,158 Mo,2.2.16,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.529003
Braindom 2: Brain Teaser Games,braindom2riddle,Matchingham Games,Word,50000000,2022-04-08 00:00:00.000000,166 Mo,1.7.3,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.755748
Scrabble® GO-Classic Word Game,pieyel.scrabble,Scopely,Word,10000000,2022-04-07 00:00:00.000000,124 Mo,1.43.1,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:35.869009
Word Land - Crosswords,iscoolentertainment.vista,IsCool Entertainment,Word,1000000,2022-03-31 00:00:00.000000,121 Mo,2.2.17,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.086708
Star of Words,iscoolentertainment.star.of.words.word.stack.game,IsCool Entertainment,Word,1000000,2022-02-04 00:00:00.000000,114 Mo,1.3.1,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.206603
Word Lanes: Relaxing Puzzles,fanatee.noodles,"Fanatee, Inc.",Word,5000000,2022-03-21 00:00:00.000000,93 Mo,1.19.3,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.429833
"Braindom 3: Smart, Brain Games",matchingham.braindom3,Matchingham Games,Word,500000,2022-04-06 00:00:00.000000,158 Mo,1.1.9,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.692587
Word Search Puzzles Game,bruyere.android.wordsearch,Lezigame,Word,10000000,2022-04-06 00:00:00.000000,8.6 Mo,9.3,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.811165
Vlad & Niki 12 Locks,rud.twelvelocksvn,RUD Present,Puzzle,10000000,2022-04-04 00:00:00.000000,77 Mo,1.17,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:36.925971
Talking Husky Dog,lily.times.tweenshusky.all,Talking Baby,Casual,10000000,2022-02-21 00:00:00.000000,81 Mo,2.41,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.152458
Word Voyage: Word Search,unicostudio.wordpirates,Unico Studio,Word,1000000,2022-04-07 00:00:00.000000,74 Mo,2.1.5,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.277004
Masha and the Bear. Educational Games,edujoy.masha.games,AppQuiz,Educational,100000000,2022-03-11 00:00:00.000000,28 Mo,6.8,4.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.390804
Dot to Dot : Connect the Dots,two.bros.games.dot.to.dot,Dot to Dot s.r.o.,Puzzle,10000000,2022-01-26 00:00:00.000000,72 Mo,1.2.2,5.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.612438
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,rvappstudios.jigsaw.puzzles.kids,RV AppStudios,Educational,10000000,2022-04-09 00:00:00.000000,47 Mo,1.4.7,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.753276
Kids Puzzles Game for Girls & Boys,gamesforkids.puzzlekids.girlsgames,GunjanApps Studios,Puzzle,10000000,2021-12-23 00:00:00.000000,16 Mo,3.9,4.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:37.867032
Baby Panda's School Bus,sinyee.babybus.taxi,BabyBus,Educational,50000000,2022-03-24 00:00:00.000000,104 Mo,8.57.00.02,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.118994
Word Mansion,apprope.wordmansion,Apprope AB,Word,1000000,2022-03-29 00:00:00.000000,131 Mo,1.4.6,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.231234
Kids games for 2-5 year olds,bimiboo.puzzles,Bimi Boo Kids Learning Games for Toddlers FZ-LLC,Educational,1000000,2022-02-28 00:00:00.000000,85 Mo,3.40,4.1,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.362118
12 Locks II,rud.twelvelocks2,RUD Present,Puzzle,5000000,2020-09-29 00:00:00.000000,26 Mo,1.12,4.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.619892
Dino Puzzle,cleverbit.DinoPuzzles,CLEVERBIT,Educational,5000000,2021-10-18 00:00:00.000000,28 Mo,4.1,4.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.755192
Cool Kids Games 4 years old,sparsekids.apps.africa,sparse kids,Educational,1000000,2020-07-03 00:00:00.000000,23 Mo,5.55.001,4.2,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.869027
Baby Panda's Playhouse,sinyee.babybus.talk2kiki.global,BabyBus,Educational,10000000,2022-03-31 00:00:00.000000,117 Mo,8.48.05.00,4.2,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:38.995417
Hippo Keys: Hidden Objects,psvn.doors100,Hippo Kids Games,Puzzle,5000000,2022-04-01 00:00:00.000000,64 Mo,1.3.7,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:39.108604
Little Panda’s Jewel Adventure,sinyee.babybus.adventure,BabyBus,Educational,10000000,2021-12-22 00:00:00.000000,141 Mo,8.58.02.00,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:39.235015
Baby Panda Gets Organized,sinyee.babybus.organized,BabyBus,Educational,10000000,2021-12-31 00:00:00.000000,85 Mo,8.57.00.00,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:39.352984
W Challenge - Daily Word Game,shortcut.wordle,Panteon,Word,1000000,2022-04-05 00:00:00.000000,70 Mo,1.94,4.4,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:39.579314
Funny Fishing - Games For Kids,artal.fishing.game.android,Dolly  Games,Casual,500000,2021-10-21 00:00:00.000000,50 Mo,1.5.5,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:40.033327
Truck games - build a house,gokids.transportbuilding,GoKids!,Educational,100000000,2022-04-01 00:00:00.000000,102 Mo,9.2.2,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:33:40.167933
Little Panda Hotel Manager,sinyee.babybus.hotel,BabyBus,Educational,10000000,2021-12-31 00:00:00.000000,77 Mo,8.57.00.00,4.4,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:33:40.285444
House Designer : Fix & Flip,kgs.housedesigner,Karate Goose Studio,Adventure,50000000,2022-03-18 00:00:00.000000,95 Mo,1.100,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:40.623314
12 LOCKS 3: Around the world,rud.twelvelocks3,RUD Present,Puzzle,5000000,2021-01-19 00:00:00.000000,33 Mo,1.10,4.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:40.796484
